--- ANSYS ASSIGNMENT LOG ---
Log saved to: D:\UW Orbital\V6 Chassis Simplification V2\Ansys FEA UPDATED\FEA_TEST_files\Ansys_Assignment_Log.txt
Looking for CSV at: D:\UW Orbital\V6 Chassis Simplification V2\Ansys FEA UPDATED\FEA_TEST_files\materials.csv
Available Materials: ['Structural Steel', 'Stainless Steel', 'Aluminum Alloy', 'FR-4 (PCB)', 'PLA (3D Printed)']
CSV Found. Reading...
Loaded 6 rules.
[MATCH] E-SP1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[DEFAULT] G-MT1-6A0|Mirror1 -> Stainless Steel
[DEFAULT] M-CH2-6B0_Base|Fillet4 -> Stainless Steel
[DEFAULT] E-SN1-6A0|Boss-Extrude2 -> Stainless Steel
[MATCH] G-PS1-6A0|Mirror1 -> Aluminum Alloy
[DEFAULT] Assem1|E-BA0-6A0|E-BN1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BA2-6A0|Fillet3 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BA2-6A0-Mirrored|<E-BA2-6A0>-<Fillet3> -> Stainless Steel
[MATCH] Assem1|E-BA0-6A0|E-PS1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[MATCH] Assem1|E-BA0-6A0|E-PS1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[DEFAULT] Assem1|E-BA0-6A0|E-BN1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BA1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BN1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BA1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BN1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BA1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|E-BA0-6A0|E-BA1-6A0|Boss-Extrude1 -> Stainless Steel
[MATCH] Assem1|E-BA0-6A0|E-PS1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[MATCH] Assem1|E-BA0-6A0|E-PS1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[DEFAULT] Assem1|PCB_stack_sub_assembly|E-FS1-6A0|Boss-Extrude1 -> Stainless Steel
[MATCH] Assem1|E-BA0-6A0|E-PS1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[MATCH] Assem1|E-BA0-6A0|E-PS1-6A0|Cut-Extrude1 -> FR-4 (PCB)
[DEFAULT] Assem1|E-BA0-6A0|E-BN1-6A0|Boss-Extrude1 -> Stainless Steel
